Date,Startup,Industry_Vertical,SubVertical,Location,Investor,Investment_Type,Amount(USD),Remarks
06-07-2016,Wedding wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,"2,97,000",
07-07-2016,Appdaily,Technology,Mobile Security App development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,"20,00,000",
07-07-2016,Adytude,Consumer Internet,Gamified Consumer Insights Portal,Delhi,Indian Angel Network,Private Equity,"10,00,000",
07-07-2016,Quickli,Logistics,On-Demand Delivery Startup,Gurugram,"AVG Group, 500 Startups",Private Equity,,
07-07-2016,Spectravr,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,,
08-07-2016,Pitstop,Consumer Internet,Online Car Repair and Servicing Booking platform,Bengaluru,"Alex Chua, Rahul Garg",Seed Funding,,
08-07-2016,Holachef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"19,50,000",
11-07-2016,Purplle,eCommerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,"60,00,000",
11-07-2016,Trak n tell,Technology,Car Tracking & Safety System,Gurugram,Brian Acton,Private Equity,"35,00,000",
11-07-2016,Overcart.com,eCommerce,Unboxed & refurbished electronic products marketplace,Gurugram,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,"30,00,000",
12-07-2016,Sirionlabs,Technology,SAAS based Service Agreement Management,Gurugram,Sequoia Capital,Private Equity,"1,22,50,000",
12-07-2016,Gyandhan,Consumer Internet,Education Focused Financing Platform,Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,,
12-07-2016,Mintm,Consumer Internet,Digital Marketing & AdTech Platform,Bengaluru,"Mumbai Angels, Times Internet",Private Equity,,
12-07-2016,Hitgrit,Consumer Internet,Online Legal Consultation platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,,
12-07-2016,Find my stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,,
13-07-2016,Yaap,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",Delhi,Rainmaker Ventures,Private Equity,"50,00,000",
13-07-2016,Utoo cabs,Consumer Internet,Cab aggregation & Rental platform,Chennai,Ajay Piramal,Seed Funding,,
13-07-2016,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurugram,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"6,00,000",
13-07-2016,Sharechat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bengaluru,"SAIF Partners, India Quotient",Private Equity,"13,50,000",
13-07-2016,Urban tailor,Consumer Internet,E-Tailoring service provider,Bengaluru,Unitus Seed Fund,Private Equity,,
13-07-2016,Rentmojo,Consumer Internet,Online Furniture Renting Platform,Bengaluru,"Accels, IDG Ventures India",Private Equity,"50,00,000",
13-07-2016,Cityfurnish,Consumer Internet,Online Furniture Renting Platform,Gurugram,Brand Capital,Seed Funding,,
13-07-2016,Heal institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,,
14-07-2016,Augrav,eCommerce,Personalized precious Jewellery etailer,Coimbatore,Keiretsu Forum,Seed Funding,"4,50,000",
14-07-2016,Shoppinpal,Technology,M-Commerce Solutions for Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures ",Private Equity,"10,70,000",
14-07-2016,Askiitians,Consumer Internet,Online Education & Tutoring portals,Delhi,500 Startups,Private Equity,,
15-07-2016,Workapps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,"10,00,000",
15-07-2016,Bankerbay,Consumer Internet,Online Investment Banking platform,Bengaluru,undisclosed investors,Private Equity,"20,00,000",
15-07-2016,Baggout,eCommerce,Womens Fashion etailer,Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,,
15-07-2016,Tripshelf,eCommerce,Travel Package Marketplace,Delhi,GEMS group,Seed Funding,"2,50,000",
15-07-2016,Satvacart,eCommerce,Online Grocers,Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,,
15-07-2016,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"60,00,000",
18-07-2016,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,"6,50,000",
18-07-2016,Zuppler,Consumer Internet,Online Food Ordering platform,Delhi,SRI Capital,Seed Funding,"6,50,000",
18-07-2016,Bluestone,eCommerce,Jewellery Etailer,Mumbai,"IIFL and Accels, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"3,00,00,000",
18-07-2016,Underdogs,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,,
18-07-2016,Imageprovision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,,
19-07-2016,Sagacito,Technology,Cloud-Based Enterprise Solutions,Delhi,Star India Pvt. Ltd,Private Equity,"1,00,00,000",
19-07-2016,Deal4loans / wishfin,Consumer Internet,Loans Comparison platform,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"1,50,00,000",
19-07-2016,Niyo solutions,Technology,Payroll & Benefits Software solutions,Bengaluru,Prime Venture Partners,Private Equity,"10,00,000",
19-07-2016,Applop,Consumer Internet,Mobile Apps SaaS Platform,Gurugram,Green House Ventures Accelerator,Seed Funding,"2,50,000",
20-07-2016,Tax2win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,"10,00,000",
20-07-2016,Truckola,Logistics,Tech-focused cargo transport startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"5,95,000",
20-07-2016,Iserve financial,Consumer Internet,Loan Comparison & Deals platform,Pune,Nilesh Shah,Seed Funding,,
21-07-2016,Mytaxiindia,Consumer Internet,Online Car rental booking platform,Delhi,Nihon Kotsu Co,Private Equity,"10,00,000",
21-07-2016,Aberuk,eCommerce,Online Marketplace for books,Bengaluru,Swastika Company Pvt Ltd,Seed Funding,,
21-07-2016,Wiwigo,Consumer Internet,Inter-City Taxi Booking platform,Bengaluru,Indian Angel Network,Seed Funding,"5,95,000",
21-07-2016,Drums food,Food & Beverage,Yogurt and Ice Cream maker,Mumbai,"Verlinvest, DSG Consumer Partners",,,
01-06-2016,Chikoop,Consumer Internet,Free Ad based Voice Calling,Indore,Undisclosed Investors,Seed Funding,,
01-06-2016,Bridgei2i,Technology,Data Analytics Platform,Bengaluru,Edelweiss Private Equity,Private Equity,,
02-06-2016,Droom,eCommerce,Online marketplace for used automobiles,Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,,
02-06-2016,Visit,Consumer Internet,On-Demand Healthcare Service provider,Delhi,MapmyIndia,Seed Funding,,
02-06-2016,Atomberg,Technology,"smart, energy efficient home appliance manufacturer",Mumbai,Parampara Capital,Private Equity,"10,00,000",
02-06-2016,Coutloot,eCommerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,,
02-06-2016,Limo,Consumer Internet,Bus Aggregator Mobile app,Mumbai,Rainmaker Ventures,Private Equity,"10,00,000",
03-06-2016,Icliniq,Consumer Internet,Doctor Consultation platform,Bengaluru,MadhanKumar Madathupalayam,Seed Funding,,
03-06-2016,Gogo truck,Consumer Internet,Truck Aggregator & Booking platform,Chennai,Undisclosed Investor,Seed Funding,"75,000",
03-06-2016,Vyome biosciences,Healthcare,Treatment Development for Antibiotic-resistant diseases,Delhi,Romulus Capital,Private Equity,"20,00,000",
06-06-2016,Sillymonks,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"4,48,000",
07-06-2016,Cuemath,Education,K-12 Maths Learning Courses,Bengaluru,"Sequoia Capital, Unitus Seed Fund",Private Equity,"40,00,000",
07-06-2016,Krazybee,Consumer Internet,Student Micro-Loan platform,Bengaluru,"Yeahmobi, Fenqile",Private Equity,"20,00,000",
07-06-2016,Intgrea,Technology,Post merger Integration Partners,Bengaluru,Undisclosed Investor,Seed Funding,"1,00,000",
07-06-2016,Helpshift,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"2,30,00,000",
07-06-2016,Creditvidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,"10,00,000",
08-06-2016,Grey campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,"10,00,000",
08-06-2016,Listup,eCommerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"5,00,000",
08-06-2016,6degree,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding,"2,00,000",
08-06-2016,Shopwati,Consumer Internet,Online Fashion Discussion Community,Gurugram,Sanjiv Rai,Seed Funding,,
08-06-2016,Cookifi,Consumer Internet,Online Chef Discovery & Booking Service,Bengaluru,"Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore",Seed Funding,,
08-06-2016,Storeking,eCommerce,Connecting Small Town Consumers to E-Commerce,Bengaluru,Axiata Digital,Private Equity,"1,60,00,000",
08-06-2016,Wired hub,Real Estate,Co-Working Spaces,Jaipur,"Ankit Maheshwari, Anand Singh",Seed Funding,,
08-06-2016,Myseniordoctor,Consumer Internet,Online medical support platform,Gurugram,BlackJag Partners,Seed Funding,"2,00,000",
09-06-2016,Teabox,eCommerce,Online Tea Store,Siliguri,Cameron Jones,Seed Funding,,
09-06-2016,Extraaedge,Consumer Internet,Student Acquisition Platform,Pune,"Ritesh Dwivedy, Priti Padhy",Seed Funding,,
09-06-2016,Epaylater,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,"20,00,000",
10-06-2016,Kyazoonga,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,,
10-06-2016,Paytunes,Consumer Internet,Mobile based rewards platform,Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"5,00,000",
10-06-2016,Kickstart jobs,Technology,Entry level hiring platform,Gurugram,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,,
10-06-2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,,
10-06-2016,Madrat games,Technology,Wearable Gaming Platform,Bengaluru,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,,
11-06-2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,Delhi,TVS Automobile Solutions Ltd,Private Equity,,
11-06-2016,Autosense,Technology,Data Analytics based Customer Management Services,Delhi,TVS Automobile Solutions Ltd,Private Equity,,
11-06-2016,Redsun telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,,
13-06-2016,Khanagadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,,
13-06-2016,Bombay shirt company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,"10,00,000",
13-06-2016,Matrubharti,Consumer Internet,e-Book Publisher,,Viridian Capital,Seed Funding,"30,000",
14-06-2016,Edtechreview,Consumer Internet,Education based online portal,Delhi,EVC Ventures,Seed Funding,,
14-06-2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,Delhi,Valpro Capital and existing investors,Private Equity,,
14-06-2016,Gobolt,Logistics,B2B Logistics provider,Delhi,MCube8,Seed Funding,,
14-06-2016,Jivox,Technology,Data Driven Advertising platform,Bengaluru,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"60,00,000",
14-06-2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"10,00,000",
14-06-2016,Curejoy,Consumer Internet,Online Alternative health community platform,Bengaluru,Accels India,Private Equity,"44,00,000",
15-06-2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"4,50,000",
15-06-2016,Grabonrent,eCommerce,On-demand product rental marketplace,Bengaluru,IvyCap Ventures and Unicorn India Ventures,Private Equity,,
16-06-2016,Diro labs,Consumer Internet,Contact Management Mobile App,Delhi,Info Edge (India) Ltd,Private Equity,"4,50,000",
16-06-2016,Unnati helpers,Consumer Internet,Help Hiring Platform,Gurugram,Info Edge (India) Ltd,Private Equity,"6,00,000",
16-06-2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bengaluru,Atul Ingle,Seed Funding,,
16-06-2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,,
16-06-2016,Voonik,eCommerce,Online Womens Fashion Marketplace,Bengaluru,Sequoia Capital,Private Equity,"2,00,00,000",
16-06-2016,Thinkphi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,,
17-06-2016,Cleartax,Consumer Internet,Online Tax Filing Platform,Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"1,20,00,000",
17-06-2016,Silvan innovation labs,Technology,Home Automation Solutions,Bengaluru,Infuse Ventures,Private Equity,"9,00,000",
17-06-2016,Greythr,Technology,Payroll & HR Software Developer,Bengaluru,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"52,00,000",
17-06-2016,Duffl,eCommerce,Fashion Rental Marketplace,Bengaluru,BetOnIndia Technology Pvt Ltd,Seed Funding,,
17-06-2016,Byg,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bengaluru,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,,
20-06-2016,Dipper,eCommerce,Freight Logistics Marketplace,Delhi,Undisclosed investor,Seed Funding,,
20-06-2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,Delhi,Hamraj Kumar,Seed Funding,,
20-06-2016,The indian iris,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,,
21-06-2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"1,50,000",
21-06-2016,Restate,Consumer Internet,Real Estate Platform,Bengaluru,Idein Ventures,Seed Funding,,
21-06-2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,,
21-06-2016,Procmart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,,
21-06-2016,Celerix,Technology,Fintech Product Development & Services Startup,Bengaluru,Bitkemy Ventures,Seed Funding,"4,00,000",
21-06-2016,Naturenama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"2,25,000",
21-06-2016,Cyclopsmedtech,Technology,Medical Technology Provider,Bengaluru,CP Bothra,Seed Funding,,
21-06-2016,Syona cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"1,50,000",
21-06-2016,Prettysecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"60,00,000",
22-06-2016,Spiderg,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"1,50,000",
23-06-2016,Fareye,Technology,Logistics Management Software,Delhi,Saif Partners,Private Equity,"35,00,000",
23-06-2016,The uolo,Consumer Internet,School Parent Communication App,Bengaluru,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"2,10,000",
23-06-2016,Staqu,Technology,Artificial Intelligence based search platform,Gurugram,Indian Angel Network,Seed Funding,,
23-06-2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,Delhi,Rise India,Private Equity,,
24-06-2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"50,000",
24-06-2016,Pratilipi,Consumer Internet,Multi-Lingual self-publishing platform,Bengaluru,Nexus Venture Partners,Seed Funding,,
24-06-2016,Parablu,Technology,Cloud Data Security & Privacy Solutions,Bengaluru,Kalaari Capital,Seed Funding,"5,00,000",
24-06-2016,Schedulers logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,"60,00,000",
24-06-2016,Leap india,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,"30,00,000",
24-06-2016,Kabadiexpress,Others,Free Door Step Scrap Pickup Service,Delhi,Undisclosed investor,Seed Funding,"1,48,000",
27-06-2016,Yourdost,Consumer Internet,Online counselling & Personal coaching platform,Bengaluru,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"12,00,000",
27-06-2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bengaluru,Undisclosed investor,Seed Funding,"1,00,000",
27-06-2016,Voler cars,Consumer Internet,Self-Driven Car rental platform,Delhi,"Kanodia family, Amit Banka",Seed Funding,,
27-06-2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bengaluru,GVFL Ltd,Private Equity,"30,00,000",
28-06-2016,Fabhotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurugram,"Accels, RB Investments",Private Equity,"80,00,000",
28-06-2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,"3,00,000",
28-06-2016,Lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"3,20,00,000",
28-06-2016,Hello tax,Consumer Internet,Online Tax Filing Platform,Delhi,Sanjeev Sinha,Seed Funding,"2,95,000",
28-06-2016,Mysuperbrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,,
28-06-2016,Blogbeats,Consumer Internet,Online Blogging Platform,Bengaluru,Undisclosed Investor,Seed Funding,,
29-06-2016,Letreach,eCommerce,ECommerce SAAS Solutions,Delhi,vCommission,Private Equity,"1,00,000",
29-06-2016,Trendieapp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,"50,000",
29-06-2016,Impactguru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,,
29-06-2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,"15,00,000",
30-06-2016,Meru cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,"2,50,00,000",
30-06-2016,Campus diaries,Consumer Internet,Student focussed Content Discovery portal,Bengaluru,Aarin Capital,Seed Funding,"2,20,000",
30-06-2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bengaluru,"Omidyar Network, Accels & existing investors",Private Equity,,
30-06-2016,Biryani blues,Food & Beverage,QSR Chain,Gurugram,Carpediem Capital ,Private Equity,"3,68,000",
01-05-2016,Motomojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,,
